RBD,DV_RBD,NOMBRE_ESTABLECIMIENTO,DEPENDENCIA,AREA,COD_REGION,COD_PROV,COD_COM_EST,COMUNA,PRIMERA_PRIORIDAD,SEGUNDA_PRIORIDAD,TERCERA_PRIORIDAD,NO_VULNERABLES,SIN_INFORMACION,TOTAL_MATRICULA_2015,IVE_SINAE_2016
3713,3,COLEGIO SEMINARIO PADRE ALBERTO HURTADO,PARTICULAR SUBVENCIONADO,URBANO,8,84,8401,CHILLÁN,53,20,58,394,76,601,21.8
3718,4,INSTITUTO SANTA MARIA,PARTICULAR SUBVENCIONADO,URBANO,8,84,8401,CHILLÁN,74,14,77,239,10,414,39.9
3719,2,COLEGIO COYAM,PARTICULAR SUBVENCIONADO,URBANO,8,84,8401,CHILLÁN,82,8,32,39,0,161,75.8
3723,0,COLEGIO DARIO SALAS,PARTICULAR SUBVENCIONADO,URBANO,8,84,8401,CHILLÁN,37,1,18,12,1,69,81.2
3724,9,COLEGIO SAN VICENTE DE PAUL,PARTICULAR SUBVENCIONADO,URBANO,8,84,8401,CHILLÁN,86,13,66,157,0,322,51.2
3728,1,COLEGIO SAN BUENAVENTURA,PARTICULAR SUBVENCIONADO,URBANO,8,84,8401,CHILLÁN,53,1,34,87,0,175,50.3
3730,3,COLEGIO SAGRADO CORAZÓN DE JESÚS,PARTICULAR SUBVENCIONADO,URBANO,8,84,8401,CHILLÁN,70,1,33,53,0,157,66.2
3733,8,COLEGIO GABRIELA MISTRAL,PARTICULAR SUBVENCIONADO,URBANO,8,84,8401,CHILLÁN,57,0,9,5,0,71,93.0
3734,6,COLEGIO COMEWEALTH SCHOOL,PARTICULAR SUBVENCIONADO,URBANO,8,84,8401,CHILLÁN,70,7,29,48,1,155,68.4
3735,4,COLEGIO CHILLAN,PARTICULAR SUBVENCIONADO,URBANO,8,84,8401,CHILLÁN,121,30,67,123,4,345,63.2
3739,7,LICEO AGRÍCOLA DE CHILLÁN A-8,ADMINISTRACIÓN DELEGADA,URBANO,8,84,8401,CHILLÁN,182,15,54,22,1,274,91.6
3742,7,LICEO POLITECNICO CAP. IGNACIO CARRERA P,MUNICIPAL - DAEM,URBANO,8,84,8416,SAN CARLOS,683,40,110,39,1,873,95.4
3743,5,LICEO DIEGO PORTALES PALAZUELOS,MUNICIPAL - DAEM,URBANO,8,84,8416,SAN CARLOS,98,2,24,8,0,132,93.9
3795,8,INSTITUTO SANTA MARIA DE SAN CARLOS,PARTICULAR SUBVENCIONADO,URBANO,8,84,8416,SAN CARLOS,98,13,58,86,2,257,65.8
3796,6,LICEO POLIVALENTE NUESTRA SEÑORA DE LA MERCED,PARTICULAR SUBVENCIONADO,URBANO,8,84,8416,SAN CARLOS,204,9,95,43,1,352,87.5
3797,4,COLEGIO SAGRADO CORAZON DE JESUS,PARTICULAR SUBVENCIONADO,URBANO,8,84,8416,SAN CARLOS,300,7,114,44,4,469,89.8
3800,8,LICEO TIUQUILEMU,MUNICIPAL - DAEM,RURAL,8,84,8409,ÑIQUÉN,47,6,8,2,0,63,96.8
3802,4,LICEO SAN GREGORIO,MUNICIPAL - DAEM,URBANO,8,84,8409,ÑIQUÉN,147,3,41,17,0,208,91.8
3823,7,LICEO JORGE ALESSANDRI RODRIGUEZ,MUNICIPAL - DAEM,URBANO,8,84,8417,SAN FABIÁN,137,5,16,10,1,169,93.5
3865,2,COLEGIO ADVENTISTA DE CHILE,PARTICULAR SUBVENCIONADO,RURAL,8,84,8401,CHILLÁN,265,16,151,222,4,658,65.7
3871,7,LICEO POLITÉCNICO JOSÉ MANUEL PINTO ARIAS,MUNICIPAL - DAEM,URBANO,8,84,8411,PINTO,211,19,73,25,0,328,92.4
3885,7,COLEGIO FRANCISCO DE ASIS,PARTICULAR SUBVENCIONADO,URBANO,8,84,8411,PINTO,125,3,64,29,0,221,86.9
3886,5,LICEO MANUEL JESUS ORTIZ,MUNICIPAL - DAEM,URBANO,8,84,8418,SAN IGNACIO,92,1,38,2,0,133,98.5
3887,3,LICEO PUEBLO SECO,MUNICIPAL - DAEM,RURAL,8,84,8418,SAN IGNACIO,125,9,46,13,0,193,93.3
3888,1,COLEGIO POLITECNICO VICTOR JARA,MUNICIPAL - DAEM,RURAL,8,84,8418,SAN IGNACIO,69,9,21,8,0,107,92.5
3907,1,LICEO POLITÉCNICO MARÍA WARD,PARTICULAR SUBVENCIONADO,URBANO,8,84,8418,SAN IGNACIO,113,8,52,24,0,197,87.8
3909,8,LICEO POLIVALENTE JUVENAL HERNÁNDEZ JAQUE,MUNICIPAL - DAEM,URBANO,8,84,8407,EL CARMEN,485,7,72,33,0,597,94.5
3940,3,LICEO DE YUNGAY,MUNICIPAL - DAEM,URBANO,8,84,8421,YUNGAY,338,26,82,78,0,524,85.1
3941,1,LICEO CAMPANARIO,MUNICIPAL - DAEM,URBANO,8,84,8421,YUNGAY,80,7,16,26,0,129,79.8
3960,8,COLEGIO DIVINA PASTORA,PARTICULAR SUBVENCIONADO,URBANO,8,84,8421,YUNGAY,77,7,41,40,0,165,75.8
3961,6,LICEO POLIVALENTE TOMÁS ARNALDO HERRERA VEGA,MUNICIPAL - DAEM,URBANO,8,84,8410,PEMUCO,281,9,41,11,0,342,96.8
3976,4,LICEO MANUEL BULNES,MUNICIPAL - DAEM,URBANO,8,84,8402,BULNES,288,22,66,47,1,424,88.7
3977,2,LICEO SANTA CRUZ DE LARQUI,MUNICIPAL - DAEM,URBANO,8,84,8402,BULNES,141,9,37,33,0,220,85.0
3998,5,LICEO LUIS CRUZ MARTINEZ,MUNICIPAL - DAEM,URBANO,8,84,8413,QUILLÓN,197,12,36,22,0,267,91.8
4025,8,LICEO POLIVALENTE VIRGINIO ARIAS,MUNICIPAL - DAEM,URBANO,8,84,8415,RÁNQUIL,160,7,37,26,0,230,88.7
4032,0,LICEO NIBALDO SEPULVEDA FERNANDEZ,MUNICIPAL - DAEM,URBANO,8,84,8412,PORTEZUELO,104,5,22,6,0,137,95.6
4043,6,COLEGIO NUESTRA SEÑORA DEL CARMEN,PARTICULAR SUBVENCIONADO,URBANO,8,84,8412,PORTEZUELO,66,2,15,6,0,89,93.3
4049,5,LICEO DOMINGO ORTIZ DE ROZAS,MUNICIPAL - DAEM,URBANO,8,84,8404,COELEMU,416,32,124,128,0,700,81.7
4084,3,LICEO POLIVALENTE DIEGO MISSENE BURGOS,MUNICIPAL - DAEM,URBANO,8,84,8403,COBQUECURA,147,1,10,9,0,167,94.6
4102,5,LICEO POLITECNICO CARLOS MONTANE  CASTRO,MUNICIPAL - DAEM,URBANO,8,84,8414,QUIRIHUE,326,13,40,42,0,421,90.0
4124,6,LICEO ARTURO PRAT CHACON,MUNICIPAL - DAEM,URBANO,8,84,8408,NINHUE,184,5,27,7,0,223,96.9
4140,8,LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE SAN NICOLÁS,MUNICIPAL - DAEM,URBANO,8,84,8419,SAN NICOLÁS,592,13,214,146,6,971,84.3
4141,6,LICEO TÉCNICO PUENTE ÑUBLE,MUNICIPAL - DAEM,RURAL,8,84,8419,SAN NICOLÁS,45,1,8,3,0,57,94.7
4160,2,LICEO COMERCIAL CAMILO HENRIQUEZ,PARTICULAR SUBVENCIONADO,URBANO,8,83,8301,LOS ÁNGELES,262,25,50,39,0,376,89.6
4162,9,LICEO COMERCIAL DIEGO PORTALES PALAZUELO,MUNICIPAL - DAEM,URBANO,8,83,8301,LOS ÁNGELES,665,63,326,377,1,1432,73.6
4163,7,LICEO LOS ÁNGELES A-59,MUNICIPAL - DAEM,URBANO,8,83,8301,LOS ÁNGELES,386,19,249,356,2,1012,64.6
4164,5,LICEO COEDUCACIONAL SANTA MARÍA DE LOS ÁNGELES,MUNICIPAL - DAEM,URBANO,8,83,8301,LOS ÁNGELES,349,82,138,174,1,744,76.5
4165,3,LICEO INDUSTRIAL SAMUEL VIVANCO PARADA,MUNICIPAL - DAEM,URBANO,8,83,8301,LOS ÁNGELES,534,78,185,190,0,987,80.7
4166,1,LICEO TECNICO JUANITA FERNANDEZ SOLAR,MUNICIPAL - DAEM,URBANO,8,83,8301,LOS ÁNGELES,487,73,169,142,0,871,83.7
4190,4,LICEO SANTA FE,MUNICIPAL - DAEM,RURAL,8,83,8301,LOS ÁNGELES,57,7,24,17,0,105,83.8
4195,5,LICEO AGROINDUSTRIAL LLANO BLANCO,MUNICIPAL - DAEM,RURAL,8,83,8301,LOS ÁNGELES,79,9,9,7,0,104,93.3
4262,5,COLEGIO PARTICULAR MARTA BRUNET,PARTICULAR SUBVENCIONADO,URBANO,8,83,8301,LOS ÁNGELES,93,23,51,72,0,239,69.9
4263,3,COLEGIO SAN RAFAEL ARCANGEL,PARTICULAR SUBVENCIONADO,URBANO,8,83,8301,LOS ÁNGELES,167,26,128,357,11,689,46.6
4269,2,COLEGIO HISPANOAMERICANO,PARTICULAR SUBVENCIONADO,URBANO,8,83,8301,LOS ÁNGELES,78,22,49,64,0,213,70.0
4270,6,LICEO PARTICULAR CARLOS CONDELL,PARTICULAR SUBVENCIONADO,URBANO,8,83,8301,LOS ÁNGELES,58,10,10,6,0,84,92.9
4271,4,LICEO PARTICULAR SANTA RITA,PARTICULAR SUBVENCIONADO,URBANO,8,83,8301,LOS ÁNGELES,90,41,40,47,1,219,78.1
4277,3,CENTRO EDUCACIÓN ADVENTISTA LOS ÁNGELES,PARTICULAR SUBVENCIONADO,RURAL,8,83,8301,LOS ÁNGELES,391,54,159,233,0,837,72.2
4284,6,COLEGIO SAN MANUEL,PARTICULAR SUBVENCIONADO,RURAL,8,83,8301,LOS ÁNGELES,23,3,5,3,0,34,91.2
4287,0,LICEO AGRÍCOLA Y FORESTAL EL HUERTÓN,ADMINISTRACIÓN DELEGADA,URBANO,8,83,8301,LOS ÁNGELES,156,10,48,61,0,275,77.8
4288,9,LICEO POLITÉCNICO GENERAL OSCAR BONILLA BRADANOV,MUNICIPAL - DAEM,URBANO,8,83,8303,CABRERO,440,54,153,137,0,784,82.5
4289,7,LICEO MANUEL ARÍSTIDES ZAÑARTU,MUNICIPAL - DAEM,URBANO,8,83,8303,CABRERO,256,27,95,83,0,461,82.0
4307,9,COLEGIO SAN JOSE,PARTICULAR SUBVENCIONADO,URBANO,8,83,8303,CABRERO,38,4,49,84,0,175,52.0
4309,5,LICEO DE HUEPIL,MUNICIPAL - DAEM,URBANO,8,83,8312,TUCAPEL,267,14,71,52,0,404,87.1
4324,9,LICEO  DOCTOR VÍCTOR RÍOS RUIZ,MUNICIPAL - DAEM,URBANO,8,83,8302,ANTUCO,132,6,23,24,1,186,86.6
4331,1,LICEO FRANCISCO BASCUNAN GUERRERO,MUNICIPAL - DAEM,URBANO,8,83,8309,QUILLECO,85,8,35,23,0,151,84.8
4333,8,LICEO ISABEL RIQUELME,MUNICIPAL - DAEM,URBANO,8,83,8309,QUILLECO,75,6,27,18,0,126,85.7
4353,2,LICEO CARDENAL ANTONIO SAMORE,MUNICIPAL - DAEM,URBANO,8,83,8311,SANTA BÁRBARA,266,16,42,29,0,353,91.8
4382,6,COLEGIO SANTA BARBARA,PARTICULAR SUBVENCIONADO,URBANO,8,83,8311,SANTA BÁRBARA,90,6,37,30,1,164,81.1
4392,3,INSTITUTO VALLE DEL SOL QUILACO,MUNICIPAL - DAEM,URBANO,8,83,8308,QUILACO,58,4,7,4,0,73,94.5
4404,0,LICEO MIGUEL ÁNGEL CERDA LEIVA,MUNICIPAL - DAEM,URBANO,8,83,8305,MULCHÉN,393,31,200,183,0,807,77.3
4408,3,LICEO CRISOL,MUNICIPAL - DAEM,URBANO,8,83,8305,MULCHÉN,118,14,18,19,0,169,88.8
4446,6,LICEO POLIVALENTE LA FRONTERA,MUNICIPAL - DAEM,URBANO,8,83,8307,NEGRETE,129,15,48,24,0,216,88.9
4451,2,LICEO MUNICIPAL DE NACIMIENTO,MUNICIPAL - DAEM,URBANO,8,83,8306,NACIMIENTO,562,73,185,183,1,1004,81.7
4483,0,LICEO POLITECNICO HEROES DE LA CONCEPCIÓN,MUNICIPAL - DAEM,URBANO,8,83,8304,LAJA,738,32,239,269,7,1285,78.5
4500,4,LICEO ISIDORA AGUIRRE TUPPER,MUNICIPAL - DAEM,URBANO,8,83,8310,SAN ROSENDO,76,3,16,13,0,108,88.0
4505,5,LICEO PADRE LUIS ALBERTO SALDES IRARRAZABAL,MUNICIPAL - DAEM,URBANO,8,83,8313,YUMBEL,208,28,113,124,0,473,73.8
4507,1,LICEO TÉCNICO PROFESIONAL GONZALO GUGLIELMI MONTIEL,MUNICIPAL - DAEM,URBANO,8,83,8313,YUMBEL,89,14,29,20,0,152,86.8
4509,8,LICEO MUNICIPAL RIO CLARO,MUNICIPAL - DAEM,RURAL,8,83,8313,YUMBEL,67,4,15,7,1,94,91.5
4531,4,COLEGIO MARINA DE CHILE,MUNICIPAL - DAEM,URBANO,8,81,8101,CONCEPCIÓN,149,26,56,138,3,372,62.1
4533,0,LICEO TÉCNICO FEMENINO A-29 DE CONCEPCIÓN,ADMINISTRACIÓN DELEGADA,URBANO,8,81,8101,CONCEPCIÓN,527,80,107,118,0,832,85.8
4534,9,LICEO COMERCIAL ENRIQUE OYARZUN MONDACA,ADMINISTRACIÓN DELEGADA,URBANO,8,81,8101,CONCEPCIÓN,852,135,190,257,0,1434,82.1
4535,7,LICEO INDUSTRIAL DE CONCEPCION,ADMINISTRACIÓN DELEGADA,URBANO,8,81,8101,CONCEPCIÓN,551,64,110,151,0,876,82.8
4536,5,LICEO COMERCIAL FEMENINO DE CONCEPCION,ADMINISTRACIÓN DELEGADA,URBANO,8,81,8101,CONCEPCIÓN,503,78,124,135,1,841,83.8
4553,5,LICEO DE NINAS,MUNICIPAL - DAEM,URBANO,8,81,8101,CONCEPCIÓN,574,87,222,280,2,1165,75.8
4554,3,LICEO ANDALIEN,MUNICIPAL - DAEM,URBANO,8,81,8101,CONCEPCIÓN,47,9,12,18,0,86,79.1
4555,1,LICEO ENRIQUE MOLINA GARMENDIA,MUNICIPAL - DAEM,URBANO,8,81,8101,CONCEPCIÓN,238,76,77,131,3,525,74.5
4557,8,LICEO EXPERIMENTAL LUCILA GODOY ALCAYAGA,MUNICIPAL - DAEM,URBANO,8,81,8101,CONCEPCIÓN,179,54,19,40,1,293,86.0
4559,4,LICEO LORENZO ARENAS OLIVO,MUNICIPAL - DAEM,URBANO,8,81,8101,CONCEPCIÓN,65,13,15,13,0,106,87.7
4560,8,LICEO CHIGUAYANTE,MUNICIPAL - DAEM,URBANO,8,81,8103,CHIGUAYANTE,222,37,34,39,0,332,88.3
4561,6,LICEO JUAN MARTINEZ DE ROZAS,MUNICIPAL - DAEM,URBANO,8,81,8101,CONCEPCIÓN,37,12,5,4,0,58,93.1
4562,4,LICEO SAN PEDRO,MUNICIPAL - DAEM,URBANO,8,81,8108,SAN PEDRO DE LA PAZ,127,26,28,34,1,216,83.8
4563,2,LICEO REPÚBLICA DEL ECUADOR,MUNICIPAL - DAEM,URBANO,8,81,8101,CONCEPCIÓN,41,7,3,11,0,62,82.3
4564,0,COLEGIO BICENTENARIO REPÚBLICA DEL BRASIL,MUNICIPAL - DAEM,URBANO,8,81,8101,CONCEPCIÓN,188,58,86,248,5,585,56.8
4565,9,LICEO DOMINGO SANTA MARÍA,MUNICIPAL - DAEM,URBANO,8,81,8101,CONCEPCIÓN,59,11,17,22,1,110,79.1
4571,3,ESCUELA JOSE HIPOLITO SALAS Y TORO,MUNICIPAL - DAEM,URBANO,8,81,8103,CHIGUAYANTE,164,37,39,42,2,284,84.5
4572,1,COLEGIO GRAN BRETAÑA,MUNICIPAL - DAEM,URBANO,8,81,8101,CONCEPCIÓN,142,45,49,95,2,333,70.9
4574,8,COLEGIO ESPAÑA,MUNICIPAL - DAEM,URBANO,8,81,8101,CONCEPCIÓN,145,31,41,82,2,301,72.1
4575,6,ESCUELA BASICA JOHN F. KENNEDY,MUNICIPAL - DAEM,URBANO,8,81,8103,CHIGUAYANTE,17,1,5,7,0,30,76.7
4577,2,LICEO REPÚBLICA DE ISRAEL,MUNICIPAL - DAEM,URBANO,8,81,8101,CONCEPCIÓN,34,9,3,15,0,61,75.4
4585,3,LICEO REBECA MATTE BELLO,MUNICIPAL - DAEM,URBANO,8,81,8101,CONCEPCIÓN,48,10,15,29,0,102,71.6
4588,8,COLEGIO JUAN GREGORIO LAS HERAS,MUNICIPAL - DAEM,URBANO,8,81,8101,CONCEPCIÓN,134,19,54,95,2,304,68.1
4589,6,LICEO LUCERO GONZALEZ,MUNICIPAL - DAEM,URBANO,8,81,8101,CONCEPCIÓN,82,24,21,43,0,170,74.7
4591,8,ESCUELA BASICA REPUBLICA DE GRECIA,MUNICIPAL - DAEM,URBANO,8,81,8103,CHIGUAYANTE,16,1,2,1,0,20,95.0
4617,5,COLEGIO GALVARINO DE LOMAS COLORADAS,MUNICIPAL - DAEM,URBANO,8,81,8108,SAN PEDRO DE LA PAZ,57,15,13,11,1,97,87.6
4630,2,COLEGIO DEL SAGRADO CORAZON,PARTICULAR SUBVENCIONADO,URBANO,8,81,8101,CONCEPCIÓN,149,15,85,221,7,477,52.2
4631,0,COLEGIO PARTICULAR ANDRÉS BELLO,PARTICULAR SUBVENCIONADO,URBANO,8,81,8103,CHIGUAYANTE,226,33,113,153,3,528,70.5
4632,9,LICEO SALESIANO DOMINGO SAVIO,PARTICULAR SUBVENCIONADO,URBANO,8,81,8101,CONCEPCIÓN,108,12,76,242,12,450,43.6
4636,1,COLEGIO MARCELA PAZ,PARTICULAR SUBVENCIONADO,URBANO,8,81,8101,CONCEPCIÓN,25,15,20,87,5,152,39.5
4644,2,COLEGIO PARTICULAR JUAN BOSCO,PARTICULAR SUBVENCIONADO,URBANO,8,81,8108,SAN PEDRO DE LA PAZ,121,15,51,75,2,264,70.8
4646,9,COLEGIO SANTA SABINA,PARTICULAR SUBVENCIONADO,URBANO,8,81,8101,CONCEPCIÓN,48,13,44,163,9,277,37.9
4655,8,COLEGIO ADVENTISTA DE CONCEPCION,PARTICULAR SUBVENCIONADO,URBANO,8,81,8101,CONCEPCIÓN,101,7,65,132,6,311,55.6
4656,6,ESCUELA PARTICULAR INSTITUTO  SAN PEDRO,PARTICULAR SUBVENCIONADO,URBANO,8,81,8108,SAN PEDRO DE LA PAZ,60,8,51,111,13,243,49.0
4659,0,COLEGIO LA PROVIDENCIA,PARTICULAR SUBVENCIONADO,URBANO,8,81,8101,CONCEPCIÓN,70,2,49,114,4,239,50.6
4662,0,COLEGIO SAN IGNACIO,PARTICULAR SUBVENCIONADO,URBANO,8,81,8108,SAN PEDRO DE LA PAZ,67,17,81,282,57,504,32.7
4663,9,COLEGIO MARIA INMACULADA,PARTICULAR SUBVENCIONADO,URBANO,8,81,8101,CONCEPCIÓN,100,19,96,215,10,440,48.9
4664,7,COLEGIO SANTA EUFRASIA,PARTICULAR SUBVENCIONADO,URBANO,8,81,8101,CONCEPCIÓN,82,20,65,137,1,305,54.8
4666,3,COLEGIO SANTA LUISA DE CONCEPCION,PARTICULAR SUBVENCIONADO,URBANO,8,81,8101,CONCEPCIÓN,85,6,39,114,7,251,51.8
4667,1,COLEGIO SAN PATRICIO,PARTICULAR SUBVENCIONADO,URBANO,8,81,8103,CHIGUAYANTE,64,5,26,52,1,148,64.2
4669,8,LICEO SAN AGUSTIN DE CONCEPCION,PARTICULAR SUBVENCIONADO,URBANO,8,81,8101,CONCEPCIÓN,51,6,48,226,21,352,29.8
4672,8,LICEO TÉCNICO PROFESIONAL JORGE SÁNCHEZ UGARTE,PARTICULAR SUBVENCIONADO,URBANO,8,81,8101,CONCEPCIÓN,171,22,100,154,0,447,65.5
4677,9,ESCUELA PARTICULAR SAN JOSE,PARTICULAR SUBVENCIONADO,URBANO,8,81,8108,SAN PEDRO DE LA PAZ,34,2,28,35,2,101,63.4
4691,4,COLEGIO CHILENO ARABE,PARTICULAR SUBVENCIONADO,URBANO,8,81,8103,CHIGUAYANTE,9,5,17,57,21,109,28.4
4700,7,LICEO INDUSTRIAL DE LA CONSTRUCCIÓN HERNÁN VALENZUELA,ADMINISTRACIÓN DELEGADA,URBANO,8,81,8112,HUALPÉN,414,55,95,120,0,684,82.5
4702,3,LICEO ALMIRANTE PEDRO ESPINA RITCHIE,MUNICIPAL - DAEM,URBANO,8,81,8110,TALCAHUANO,593,76,158,339,5,1171,70.6
4703,1,LICEO INDUSTRIAL JUAN ANTONIO RIOS,MUNICIPAL - DAEM,URBANO,8,81,8110,TALCAHUANO,278,26,50,95,0,449,78.8
4706,6,LICEO POLIVALENTE PEDRO DEL RÍO ZAÑARTU,MUNICIPAL - DAEM,URBANO,8,81,8112,HUALPÉN,269,50,41,47,0,407,88.5
4707,4,LICEO COMERCIAL PROFESOR SERGIO MORAGA ARCIL,MUNICIPAL - DAEM,URBANO,8,81,8110,TALCAHUANO,475,71,86,116,0,748,84.5
4708,2,LICEO POLIVALENTE LAS SALINAS,MUNICIPAL - DAEM,URBANO,8,81,8110,TALCAHUANO,193,46,40,44,2,325,85.8
4709,0,LICEO TECNICO,MUNICIPAL - DAEM,URBANO,8,81,8110,TALCAHUANO,383,74,36,77,0,570,86.5
4715,5,LICEO SIMÓN BOLÍVAR,MUNICIPAL - DAEM,URBANO,8,81,8112,HUALPÉN,91,20,23,28,0,162,82.7
4717,1,LICEO COMERCIAL LUCILA GODOY ALCAYAGA,MUNICIPAL - DAEM,URBANO,8,81,8112,HUALPÉN,90,8,8,7,0,113,93.8
4733,3,LICEO ANITA SERRANO SEPULVEDA,MUNICIPAL - DAEM,URBANO,8,81,8110,TALCAHUANO,56,7,11,27,0,101,73.3
4762,7,LICEO LA ASUNCION,PARTICULAR SUBVENCIONADO,URBANO,8,81,8110,TALCAHUANO,244,60,108,412,23,847,48.6
4778,3,COLEGIO PARTICULAR TALCAHUANO,PARTICULAR SUBVENCIONADO,URBANO,8,81,8110,TALCAHUANO,88,27,55,136,1,307,55.4
4779,1,ESCUELA PARTICULAR ADVENTISTA,PARTICULAR SUBVENCIONADO,URBANO,8,81,8110,TALCAHUANO,19,1,7,15,0,42,64.3
4782,1,CENTRO EDUCACIÓN EVANGÉLICO DE HUALPÉN,PARTICULAR SUBVENCIONADO,URBANO,8,81,8112,HUALPÉN,198,12,105,121,2,438,71.9
4785,6,COLEGIO SANTA BERNARDITA,PARTICULAR SUBVENCIONADO,URBANO,8,81,8110,TALCAHUANO,48,0,24,90,6,168,42.9
4790,2,COLEGIO MONTANER DE HUALPEN,PARTICULAR SUBVENCIONADO,URBANO,8,81,8112,HUALPÉN,66,1,38,47,0,152,69.1
4805,4,LICEO PENCOPOLITANO,MUNICIPAL - DAEM,URBANO,8,81,8107,PENCO,261,21,47,45,0,374,88.0
4822,4,COLEGIO EL REFUGIO,PARTICULAR SUBVENCIONADO,URBANO,8,81,8107,PENCO,65,0,43,67,1,176,61.4
4824,0,LICEO INDUSTRIAL DE TOME,ADMINISTRACIÓN DELEGADA,URBANO,8,81,8111,TOMÉ,388,42,100,116,1,647,81.9
4825,9,LICEO COMERCIAL DE TOME,MUNICIPAL - DAEM,URBANO,8,81,8111,TOMÉ,550,23,161,111,1,846,86.8
4829,1,LICEO VICENTE ALBERTO PALACIOS VALDES,MUNICIPAL - DAEM,URBANO,8,81,8111,TOMÉ,494,19,220,312,2,1047,70.0
4868,2,COLEGIO PADRE LUIS AMIGO,PARTICULAR SUBVENCIONADO,URBANO,8,81,8101,CONCEPCIÓN,56,3,29,75,4,167,52.7
4870,4,LICEO LUIS DE ALAVA,MUNICIPAL - DAEM,URBANO,8,81,8104,FLORIDA,159,4,37,30,0,230,87.0
4871,2,LICEO COPIULEMU,MUNICIPAL - DAEM,RURAL,8,81,8104,FLORIDA,31,3,10,5,0,49,89.8
4897,6,LICEO SAN JUAN BAUTISTA DE HUALQUI,MUNICIPAL - DAEM,URBANO,8,81,8105,HUALQUI,320,32,78,70,0,500,86.0
4922,0,ESCUELA ALONSO DE ERCILLA,PARTICULAR SUBVENCIONADO,URBANO,8,81,8105,HUALQUI,46,5,17,9,0,77,88.3
4925,5,LICEO NUEVA ZELANDIA,MUNICIPAL - DAEM,URBANO,8,81,8109,SANTA JUANA,321,15,70,30,0,436,93.1
4948,4,LICEO POLITECNICO ROSAURO SANTANA RIOS,MUNICIPAL - DAEM,URBANO,8,81,8106,LOTA,283,9,45,34,0,371,90.8
4949,2,LICEO COMERCIAL PRESIDENTE FREI MONTALVA,MUNICIPAL - DAEM,URBANO,8,81,8106,LOTA,269,23,39,46,0,377,87.8
4951,4,LICEO CARLOS COUSIÑO GOYENECHEA,MUNICIPAL - DAEM,URBANO,8,81,8106,LOTA,504,51,161,178,0,894,80.1
4969,7,LICEO SANTA DORIS,PARTICULAR SUBVENCIONADO,URBANO,8,81,8106,LOTA,25,5,4,2,0,36,94.4
4973,5,INSTITUTO HUMANIDADES SAN FRANCISCO DE ASIS,PARTICULAR SUBVENCIONADO,URBANO,8,81,8106,LOTA,15,2,13,11,0,41,73.2
4975,1,LICEO INDUSTRIAL FUNDACIÓN FEDERICO SCHWAGER,ADMINISTRACIÓN DELEGADA,URBANO,8,81,8102,CORONEL,86,8,9,16,0,119,86.6
4977,8,LICEO COMERCIAL ANDRES BELLO LOPEZ,MUNICIPAL - DAEM,URBANO,8,81,8102,CORONEL,593,46,112,129,0,880,85.3
4982,4,LICEO CORONEL ANTONIO SALAMANCA,MUNICIPAL - DAEM,URBANO,8,81,8102,CORONEL,823,79,238,321,3,1464,77.9
4983,2,LICEO YOBILO DE CORONEL,MUNICIPAL - DAEM,URBANO,8,81,8102,CORONEL,210,27,18,25,1,281,90.7
5002,4,ESCUELA JUAN JOSE LATORRE BENAVENTE,MUNICIPAL - DAEM,RURAL,8,81,8102,CORONEL,33,1,3,3,0,40,92.5
5021,0,LICEO TÉCNICO PROFESIONAL DOCTOR RIGOBERTO IGLESIAS BASTÍAS DE LEBU,MUNICIPAL - DAEM,URBANO,8,82,8201,LEBU,437,19,67,60,0,583,89.7
5024,5,LICEO ISIDORA RAMOS DE GAJARDO,MUNICIPAL - DAEM,URBANO,8,82,8201,LEBU,286,14,162,183,0,645,71.6
5026,1,ESCUELA FRESIA GRACIELA MULLER RUIZ,MUNICIPAL - DAEM,URBANO,8,82,8201,LEBU,97,10,34,32,0,173,81.5
5048,2,LICEO SAN FELIPE DE ARAUCO,MUNICIPAL - DAEM,URBANO,8,82,8202,ARAUCO,473,38,104,93,1,709,86.7
5057,1,LICEO TÉCNICO PESQUERO FILIDOR GAETE MONSÁLVEZ,MUNICIPAL - DAEM,RURAL,8,82,8202,ARAUCO,42,1,4,2,0,49,95.9
5082,2,LICEO SAN FRANCISCO DE ASIS,PARTICULAR SUBVENCIONADO,URBANO,8,82,8202,ARAUCO,186,26,68,120,3,403,69.5
5084,9,LICEO POLIVALENTE MARIANO LATORRE,MUNICIPAL - DAEM,URBANO,8,82,8205,CURANILAHUE,533,61,279,321,0,1194,73.1
5104,7,COLEGIO ALONSO DE ERCILLA,PARTICULAR SUBVENCIONADO,URBANO,8,82,8205,CURANILAHUE,77,18,60,76,1,232,66.8
5105,5,LICEO POLITECNICO CAUPOLICAN,MUNICIPAL - DAEM,URBANO,8,82,8206,LOS ÁLAMOS,413,23,81,72,0,589,87.8
5107,1,LICEO TÉCNICO PROFESIONAL SAN PABLO,PARTICULAR SUBVENCIONADO,RURAL,8,82,8206,LOS ÁLAMOS,53,3,9,2,0,67,97.0
5122,5,LICEO CRISTO REDENTOR,PARTICULAR SUBVENCIONADO,URBANO,8,82,8206,LOS ÁLAMOS,210,11,32,21,0,274,92.3
